Vote by Mail,0,0%,5,,5.75%,0,0%,0,,0%,10,,11.49%,,0,,0%,,0,,0%
Total,0,0%,5,,3.33%,0,0%,0,,0%,13,,8.67%,,0,,0%,,0,,0%
84010,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,2,,1.41%,0,0%,0,,0%,10,,7.04%,,0,,0%,,0,,0%
Vote by Mail,0,0%,5,,2.14%,0,0%,1,,0.43%,31,,13.25%,,1,,0.43%,,0,,0%
Total,0,0%,7,,1.86%,0,0%,1,,0.27%,41,,10.9%,,1,,0.27%,,0,,0%
84012,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,9,,10.47%,,0,,0%,,0,,0%
Vote by Mail,0,0%,3,,2.44%,0,0%,0,,0%,16,,13.01%,,0,,0%,,0,,0%
Total,0,0%,3,,1.44%,0,0%,0,,0%,25,,11.96%,,0,,0%,,0,,0%
84013,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,1,,1.18%,0,0%,0,,0%,6,,7.06%,,0,,0%,,0,,0%
Vote by Mail,0,0%,5,,4.5%,0,0%,0,,0%,17,,15.32%,,0,,0%,,0,,0%
Total,0,0%,6,,3.06%,0,0%,0,,0%,23,,11.73%,,0,,0%,,0,,0%
84014,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,1,,4%,,0,,0%,,0,,0%
Total,0,0%,0,,0%,0,0%,0,,0%,1,,4%,,0,,0%,,0,,0%
84016,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,2,,2.41%,0,0%,0,,0%,9,,10.84%,,0,,0%,,0,,0%
Vote by Mail,0,0%,3,,3.75%,0,0%,0,,0%,4,,5%,,0,,0%,,0,,0%
Total,0,0%,5,,3.07%,0,0%,0,,0%,13,,7.98%,,0,,0%,,0,,0%
84018,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,8,,5.56%,,0,,0%,,0,,0%
Vote by Mail,0,0%,7,,4.22%,0,0%,0,,0%,15,,9.04%,,0,,0%,,0,,0%
Total,0,0%,7,,2.26%,0,0%,0,,0%,23,,7.42%,,0,,0%,,0,,0%
Precinct,PETE BUTTIGIEG (DEM),,JOSEPH R. BIDEN (DEM),,,TULSI GABBARD (DEM),,MARK STEWART GREENSTEIN (DEM),,,Total Votes,,"NAKIA L. ANTHONY
Qualified Write In",,,,"DAPHNE DENISE BRADFORD
Qualified Write In",,,,
84006,,,,,,,,,,,,,,,,,,,,,
Polling Place,1,0.59%,45,,26.47%,1,0.59%,0,,0%,170,,0,,,0%,0,,,0%,
Vote by Mail,6,2.67%,65,,28.89%,5,2.22%,0,,0%,225,,0,,,0%,0,,,0%,
Total,7,1.77%,110,,27.85%,6,1.52%,0,,0%,395,,0,,,0%,0,,,0%,
84008,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,17,,26.98%,1,1.59%,0,,0%,63,,0,,,0%,0,,,0%,
Vote by Mail,3,3.45%,22,,25.29%,1,1.15%,0,,0%,87,,0,,,0%,0,,,0%,
Total,3,2%,39,,26%,2,1.33%,0,,0%,150,,0,,,0%,0,,,0%,
84010,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,63,,44.37%,1,0.7%,0,,0%,142,,0,,,0%,0,,,0%,
Vote by Mail,21,8.97%,61,,26.07%,2,0.85%,0,,0%,234,,0,,,0%,0,,,0%,
Total,21,5.59%,124,,32.98%,3,0.8%,0,,0%,376,,0,,,0%,0,,,0%,
84012,,,,,,,,,,,,,,,,,,,,,
Polling Place,1,1.16%,32,,37.21%,1,1.16%,0,,0%,86,,0,,,0%,0,,,0%,
Vote by Mail,7,5.69%,31,,25.2%,0,0%,0,,0%,123,,0,,,0%,0,,,0%,
Total,8,3.83%,63,,30.14%,1,0.48%,0,,0%,209,,0,,,0%,0,,,0%,
84013,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,24,,28.24%,0,0%,0,,0%,85,,0,,,0%,0,,,0%,
Vote by Mail,10,9.01%,29,,26.13%,0,0%,0,,0%,111,,0,,,0%,0,,,0%,
Total,10,5.1%,53,,27.04%,0,0%,0,,0%,196,,0,,,0%,0,,,0%,
84014,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,0,,,,0,,,,
Vote by Mail,3,12%,6,,24%,0,0%,0,,0%,25,,0,,,0%,0,,,0%,
Total,3,12%,6,,24%,0,0%,0,,0%,25,,0,,,0%,0,,,0%,
84016,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,17,,20.48%,1,1.2%,0,,0%,83,,0,,,0%,0,,,0%,
Vote by Mail,8,10%,15,,18.75%,2,2.5%,0,,0%,80,,0,,,0%,0,,,0%,
Total,8,4.91%,32,,19.63%,3,1.84%,0,,0%,163,,0,,,0%,0,,,0%,
84018,,,,,,,,,,,,,,,,,,,,,
Polling Place,1,0.69%,53,,36.81%,0,0%,0,,0%,144,,0,,,0%,0,,,0%,
Vote by Mail,10,6.02%,48,,28.92%,2,1.2%,0,,0%,166,,0,,,0%,0,,,0%,
Total,11,3.55%,101,,32.58%,2,0.65%,0,,0%,310,,0,,,0%,0,,,0%,
Precinct,"WILLIE FELIX CARTER
Qualified Write In",,"MICHAEL DENAME
Qualified Write In",,,"JEFFREY H. DROBMAN
Qualified Write In",,"ROBERT JORDAN
Qualified Write In",,,"HEATHER MARIE STAGG
Qualified Write In",,,,Unresolved Write-In,,,,,,
84006,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
84008,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
84010,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
84012,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
84013,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
84014,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
84016,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
84018,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Precinct,Times Cast,Registered Voters,,,,,,Precinct,,,,JULIÁN CASTRO (DEM),,,,MICHAEL A. ELLINGER (DEM),,,,,
84020,,,,,,,,84020,,,,,,,,,,,,,
Polling Place,28,120,,,,,,Polling Place,,,,0,,0%,,0,,0%,,,
Vote by Mail,49,120,,,,,,Vote by Mail,,,,0,,0%,,0,,0%,,,
Total,77,120,,,,,,Total,,,,0,,0%,,0,,0%,,,
84022,,,,,,,,84022,,,,,,,,,,,,,
Polling Place,78,299,,,,,,Polling Place,,,,0,,0%,,0,,0%,,,
Vote by Mail,138,299,,,,,,Vote by Mail,,,,0,,0%,,0,,0%,,,
Total,216,299,,,,,,Total,,,,0,,0%,,0,,0%,,,
84023,,,,,,,,84023,,,,,,,,,,,,,
Polling Place,93,319,,,,,,Polling Place,,,,0,,0%,,0,,0%,,,
Vote by Mail,135,319,,,,,,Vote by Mail,,,,0,,0%,,0,,0%,,,
Total,228,319,,,,,,Total,,,,0,,0%,,0,,0%,,,
84024,,,,,,,,84024,,,,,,,,,,,,,
Polling Place,71,289,,,,,,Polling Place,,,,0,,0%,,0,,0%,,,
Vote by Mail,129,289,,,,,,Vote by Mail,,,,0,,0%,,0,,0%,,,
Total,200,289,,,,,,Total,,,,0,,0%,,0,,0%,,,
84026,,,,,,,,84026,,,,,,,,,,,,,
Polling Place,92,371,,,,,,Polling Place,,,,0,,0%,,0,,0%,,,
Vote by Mail,191,371,,,,,,Vote by Mail,,,,0,,0%,,0,,0%,,,
Total,283,371,,,,,,Total,,,,0,,0%,,0,,0%,,,
84030,,,,,,,,84030,,,,,,,,,,,,,
Polling Place,118,383,,,,,,Polling Place,,,,0,,0%,,0,,0%,,,
Vote by Mail,137,383,,,,,,Vote by Mail,,,,0,,0%,,0,,0%,,,
Total,255,383,,,,,,Total,,,,0,,0%,,0,,0%,,,
84032,,,,,,,,84032,,,,,,,,,,,,,
Polling Place,117,430,,,,,,Polling Place,,,,0,,0%,,0,,0%,,,
Vote by Mail,235,430,,,,,,Vote by Mail,,,,0,,0%,,1,,0.43%,,,
Total,352,430,,,,,,Total,,,,0,,0%,,1,,0.29%,,,
84034,,,,,,,,84034,,,,,,,,,,,,,
Polling Place,58,146,,,,,,Polling Place,,,,0,,0%,,0,,0%,,,
Vote by Mail,79,146,,,,,,Vote by Mail,,,,0,,0%,,0,,0%,,,
Total,137,146,,,,,,Total,,,,0,,0%,,0,,0%,,,
Precinct,ELIZABETH WARREN (DEM),,MARIANNE WILLIAMSON (DEM),,,ANDREW YANG (DEM),,"ROQUE ""ROCKY"" DE LA FUENTE III (DEM)",,,JOHN K. DELANEY (DEM),,,,AMY KLOBUCHAR (DEM),,,,BERNIE SANDERS (DEM),,
84020,,,,,,,,,,,,,,,,,,,,,
Polling Place,2,7.41%,0,,0%,0,0%,0,,0%,0,,0%,,0,,0%,,13,,48.15%
Vote by Mail,5,10.64%,0,,0%,0,0%,0,,0%,0,,0%,,0,,0%,,21,,44.68%
Total,7,9.46%,0,,0%,0,0%,0,,0%,0,,0%,,0,,0%,,34,,45.95%
84022,,,,,,,,,,,,,,,,,,,,,
Polling Place,7,9.46%,0,,0%,0,0%,0,,0%,0,,0%,,0,,0%,,36,,48.65%
Vote by Mail,16,12.21%,0,,0%,2,1.53%,0,,0%,0,,0%,,3,,2.29%,,47,,35.88%
Total,23,11.22%,0,,0%,2,0.98%,0,,0%,0,,0%,,3,,1.46%,,83,,40.49%
84023,,,,,,,,,,,,,,,,,,,,,
Polling Place,7,7.61%,0,,0%,0,0%,1,,1.09%,0,,0%,,0,,0%,,42,,45.65%
Vote by Mail,15,11.45%,0,,0%,0,0%,0,,0%,0,,0%,,5,,3.82%,,44,,33.59%
Total,22,9.87%,0,,0%,0,0%,1,,0.45%,0,,0%,,5,,2.24%,,86,,38.57%
84024,,,,,,,,,,,,,,,,,,,,,
Polling Place,7,9.86%,0,,0%,0,0%,0,,0%,0,,0%,,0,,0%,,24,,33.8%
Vote by Mail,19,14.73%,0,,0%,0,0%,0,,0%,0,,0%,,8,,6.2%,,38,,29.46%
Total,26,13%,0,,0%,0,0%,0,,0%,0,,0%,,8,,4%,,62,,31%
84026,,,,,,,,,,,,,,,,,,,,,
Polling Place,4,4.4%,0,,0%,0,0%,0,,0%,0,,0%,,0,,0%,,38,,41.76%
Vote by Mail,15,7.98%,0,,0%,0,0%,0,,0%,0,,0%,,3,,1.6%,,56,,29.79%
Total,19,6.81%,0,,0%,0,0%,0,,0%,0,,0%,,3,,1.08%,,94,,33.69%
84030,,,,,,,,,,,,,,,,,,,,,
Polling Place,16,13.79%,0,,0%,0,0%,0,,0%,0,,0%,,0,,0%,,43,,37.07%
Vote by Mail,8,5.93%,0,,0%,0,0%,0,,0%,0,,0%,,3,,2.22%,,47,,34.81%
Total,24,9.56%,0,,0%,0,0%,0,,0%,0,,0%,,3,,1.2%,,90,,35.86%
84032,,,,,,,,,,,,,,,,,,,,,
Polling Place,12,10.26%,0,,0%,1,0.85%,0,,0%,0,,0%,,0,,0%,,44,,37.61%
Vote by Mail,28,12.17%,0,,0%,0,0%,0,,0%,0,,0%,,5,,2.17%,,68,,29.57%
Total,40,11.53%,0,,0%,1,0.29%,0,,0%,0,,0%,,5,,1.44%,,112,,32.28%
84034,,,,,,,,,,,,,,,,,,,,,
Polling Place,7,12.07%,0,,0%,2,3.45%,0,,0%,0,,0%,,0,,0%,,25,,43.1%
Vote by Mail,5,6.41%,0,,0%,1,1.28%,0,,0%,0,,0%,,2,,2.56%,,26,,33.33%
Total,12,8.82%,0,,0%,3,2.21%,0,,0%,0,,0%,,2,,1.47%,,51,,37.5%
Precinct,JOE SESTAK (DEM),,TOM STEYER (DEM),,,DEVAL PATRICK (DEM),,MICHAEL BENNET (DEM),,,MICHAEL R. BLOOMBERG (DEM),,,,MOSIE BOYD (DEM),,,,CORY BOOKER (DEM),,
84020,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,2,,7.41%,,0,,0%,,1,,3.7%
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,7,,14.89%,,0,,0%,,0,,0%
Total,0,0%,0,,0%,0,0%,0,,0%,9,,12.16%,,0,,0%,,1,,1.35%
84022,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,5,,6.76%,,0,,0%,,0,,0%
Vote by Mail,0,0%,9,,6.87%,0,0%,0,,0%,10,,7.63%,,0,,0%,,0,,0%
Total,0,0%,9,,4.39%,0,0%,0,,0%,15,,7.32%,,0,,0%,,0,,0%
84023,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,1,,1.09%,0,0%,0,,0%,4,,4.35%,,0,,0%,,0,,0%
Vote by Mail,0,0%,4,,3.05%,0,0%,0,,0%,13,,9.92%,,0,,0%,,0,,0%
Total,0,0%,5,,2.24%,0,0%,0,,0%,17,,7.62%,,0,,0%,,0,,0%
84024,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,9,,12.68%,,0,,0%,,0,,0%
Vote by Mail,0,0%,2,,1.55%,0,0%,0,,0%,20,,15.5%,,0,,0%,,0,,0%
Total,0,0%,2,,1%,0,0%,0,,0%,29,,14.5%,,0,,0%,,0,,0%
84026,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,12,,13.19%,,0,,0%,,0,,0%
Vote by Mail,0,0%,8,,4.26%,0,0%,0,,0%,31,,16.49%,,0,,0%,,0,,0%
Total,0,0%,8,,2.87%,0,0%,0,,0%,43,,15.41%,,0,,0%,,0,,0%
84030,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,2,,1.72%,0,0%,1,,0.86%,12,,10.34%,,0,,0%,,0,,0%
Vote by Mail,0,0%,8,,5.93%,0,0%,0,,0%,25,,18.52%,,0,,0%,,0,,0%
Total,0,0%,10,,3.98%,0,0%,1,,0.4%,37,,14.74%,,0,,0%,,0,,0%
84032,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,8,,6.84%,,0,,0%,,0,,0%
Vote by Mail,0,0%,5,,2.17%,0,0%,0,,0%,24,,10.43%,,0,,0%,,2,,0.87%
Total,0,0%,5,,1.44%,0,0%,0,,0%,32,,9.22%,,0,,0%,,2,,0.58%
84034,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,3,,5.17%,,0,,0%,,0,,0%
Vote by Mail,0,0%,1,,1.28%,0,0%,0,,0%,12,,15.38%,,0,,0%,,0,,0%
Total,0,0%,1,,0.74%,0,0%,0,,0%,15,,11.03%,,0,,0%,,0,,0%
Precinct,PETE BUTTIGIEG (DEM),,JOSEPH R. BIDEN (DEM),,,TULSI GABBARD (DEM),,MARK STEWART GREENSTEIN (DEM),,,Total Votes,,"NAKIA L. ANTHONY
Qualified Write In",,,,"DAPHNE DENISE BRADFORD
Qualified Write In",,,,
84020,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,9,,33.33%,0,0%,0,,0%,27,,0,,,0%,0,,,0%,
Vote by Mail,4,8.51%,9,,19.15%,1,2.13%,0,,0%,47,,0,,,0%,0,,,0%,
Total,4,5.41%,18,,24.32%,1,1.35%,0,,0%,74,,0,,,0%,0,,,0%,
84022,,,,,,,,,,,,,,,,,,,,,
Polling Place,1,1.35%,24,,32.43%,1,1.35%,0,,0%,74,,0,,,0%,0,,,0%,
Vote by Mail,5,3.82%,36,,27.48%,3,2.29%,0,,0%,131,,0,,,0%,0,,,0%,
Total,6,2.93%,60,,29.27%,4,1.95%,0,,0%,205,,0,,,0%,0,,,0%,
84023,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,36,,39.13%,1,1.09%,0,,0%,92,,0,,,0%,0,,,0%,
Vote by Mail,10,7.63%,40,,30.53%,0,0%,0,,0%,131,,0,,,0%,0,,,0%,
Total,10,4.48%,76,,34.08%,1,0.45%,0,,0%,223,,0,,,0%,0,,,0%,
84024,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,31,,43.66%,0,0%,0,,0%,71,,0,,,0%,0,,,0%,
Vote by Mail,12,9.3%,30,,23.26%,0,0%,0,,0%,129,,0,,,0%,0,,,0%,
Total,12,6%,61,,30.5%,0,0%,0,,0%,200,,0,,,0%,0,,,0%,
84026,,,,,,,,,,,,,,,,,,,,,
Polling Place,2,2.2%,35,,38.46%,0,0%,0,,0%,91,,0,,,0%,0,,,0%,
Vote by Mail,13,6.91%,61,,32.45%,1,0.53%,0,,0%,188,,0,,,0%,0,,,0%,
Total,15,5.38%,96,,34.41%,1,0.36%,0,,0%,279,,0,,,0%,0,,,0%,
84030,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,40,,34.48%,2,1.72%,0,,0%,116,,0,,,0%,0,,,0%,
Vote by Mail,6,4.44%,37,,27.41%,0,0%,1,,0.74%,135,,0,,,0%,0,,,0%,
Total,6,2.39%,77,,30.68%,2,0.8%,1,,0.4%,251,,0,,,0%,0,,,0%,
84032,,,,,,,,,,,,,,,,,,,,,
Polling Place,1,0.85%,50,,42.74%,1,0.85%,0,,0%,117,,0,,,0%,0,,,0%,
Vote by Mail,12,5.22%,81,,35.22%,4,1.74%,0,,0%,230,,0,,,0%,0,,,0%,
Total,13,3.75%,131,,37.75%,5,1.44%,0,,0%,347,,0,,,0%,0,,,0%,
84034,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,21,,36.21%,0,0%,0,,0%,58,,0,,,0%,0,,,0%,
Vote by Mail,1,1.28%,30,,38.46%,0,0%,0,,0%,78,,0,,,0%,0,,,0%,
Total,1,0.74%,51,,37.5%,0,0%,0,,0%,136,,0,,,0%,0,,,0%,
Precinct,"WILLIE FELIX CARTER
Qualified Write In",,"MICHAEL DENAME
Qualified Write In",,,"JEFFREY H. DROBMAN
Qualified Write In",,"ROBERT JORDAN
Qualified Write In",,,"HEATHER MARIE STAGG
Qualified Write In",,,,Unresolved Write-In,,,,,,
84020,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
84022,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
84023,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
84024,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
84026,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
84030,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
84032,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
84034,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Precinct,Times Cast,Registered Voters,,,,,,Precinct,,,,JULIÁN CASTRO (DEM),,,,MICHAEL A. ELLINGER (DEM),,,,,
84036,,,,,,,,84036,,,,,,,,,,,,,
Polling Place,169,502,,,,,,Polling Place,,,,0,,0%,,0,,0%,,,
Vote by Mail,198,502,,,,,,Vote by Mail,,,,0,,0%,,0,,0%,,,
Total,367,502,,,,,,Total,,,,0,,0%,,0,,0%,,,
84038,,,,,,,,84038,,,,,,,,,,,,,
Polling Place,44,169,,,,,,Polling Place,,,,0,,0%,,1,,2.27%,,,
Vote by Mail,69,169,,,,,,Vote by Mail,,,,0,,0%,,0,,0%,,,
Total,113,169,,,,,,Total,,,,0,,0%,,1,,0.88%,,,
84040,,,,,,,,84040,,,,,,,,,,,,,
Polling Place,87,233,,,,,,Polling Place,,,,0,,0%,,0,,0%,,,
Vote by Mail,73,233,,,,,,Vote by Mail,,,,0,,0%,,0,,0%,,,
Total,160,233,,,,,,Total,,,,0,,0%,,0,,0%,,,
84042,,,,,,,,84042,,,,,,,,,,,,,
Polling Place,66,205,,,,,,Polling Place,,,,0,,0%,,0,,0%,,,
Vote by Mail,115,205,,,,,,Vote by Mail,,,,0,,0%,,0,,0%,,,
Total,181,205,,,,,,Total,,,,0,,0%,,0,,0%,,,
84044,,,,,,,,84044,,,,,,,,,,,,,
Polling Place,113,359,,,,,,Polling Place,,,,0,,0%,,0,,0%,,,
Vote by Mail,163,359,,,,,,Vote by Mail,,,,0,,0%,,0,,0%,,,
Total,276,359,,,,,,Total,,,,0,,0%,,0,,0%,,,
84045,,,,,,,,84045,,,,,,,,,,,,,
Polling Place,113,389,,,,,,Polling Place,,,,0,,0%,,0,,0%,,,
Vote by Mail,168,389,,,,,,Vote by Mail,,,,0,,0%,,0,,0%,,,
Total,281,389,,,,,,Total,,,,0,,0%,,0,,0%,,,
84048,,,,,,,,84048,,,,,,,,,,,,,
Polling Place,112,326,,,,,,Polling Place,,,,0,,0%,,0,,0%,,,
Vote by Mail,137,326,,,,,,Vote by Mail,,,,0,,0%,,0,,0%,,,
Total,249,326,,,,,,Total,,,,0,,0%,,0,,0%,,,
84049,,,,,,,,84049,,,,,,,,,,,,,
Polling Place,89,294,,,,,,Polling Place,,,,0,,0%,,0,,0%,,,
Vote by Mail,148,294,,,,,,Vote by Mail,,,,0,,0%,,0,,0%,,,
Total,237,294,,,,,,Total,,,,0,,0%,,0,,0%,,,
Precinct,ELIZABETH WARREN (DEM),,MARIANNE WILLIAMSON (DEM),,,ANDREW YANG (DEM),,"ROQUE ""ROCKY"" DE LA FUENTE III (DEM)",,,JOHN K. DELANEY (DEM),,,,AMY KLOBUCHAR (DEM),,,,BERNIE SANDERS (DEM),,
84036,,,,,,,,,,,,,,,,,,,,,
Polling Place,13,7.83%,1,,0.6%,0,0%,0,,0%,1,,0.6%,,0,,0%,,84,,50.6%
Vote by Mail,18,9.38%,0,,0%,3,1.56%,0,,0%,0,,0%,,9,,4.69%,,69,,35.94%
Total,31,8.66%,1,,0.28%,3,0.84%,0,,0%,1,,0.28%,,9,,2.51%,,153,,42.74%
84038,,,,,,,,,,,,,,,,,,,,,
Polling Place,3,6.82%,0,,0%,0,0%,0,,0%,0,,0%,,0,,0%,,18,,40.91%
Vote by Mail,19,27.54%,0,,0%,0,0%,0,,0%,0,,0%,,0,,0%,,24,,34.78%
Total,22,19.47%,0,,0%,0,0%,0,,0%,0,,0%,,0,,0%,,42,,37.17%
84040,,,,,,,,,,,,,,,,,,,,,
Polling Place,7,8.05%,0,,0%,0,0%,0,,0%,0,,0%,,0,,0%,,31,,35.63%
Vote by Mail,7,9.59%,0,,0%,2,2.74%,0,,0%,0,,0%,,2,,2.74%,,24,,32.88%
Total,14,8.75%,0,,0%,2,1.25%,0,,0%,0,,0%,,2,,1.25%,,55,,34.38%
84042,,,,,,,,,,,,,,,,,,,,,
Polling Place,7,10.77%,0,,0%,0,0%,0,,0%,0,,0%,,0,,0%,,36,,55.38%
Vote by Mail,11,9.82%,0,,0%,1,0.89%,0,,0%,0,,0%,,1,,0.89%,,47,,41.96%
Total,18,10.17%,0,,0%,1,0.56%,0,,0%,0,,0%,,1,,0.56%,,83,,46.89%
84044,,,,,,,,,,,,,,,,,,,,,
Polling Place,17,15.04%,0,,0%,0,0%,0,,0%,0,,0%,,0,,0%,,33,,29.2%
Vote by Mail,19,12.26%,0,,0%,1,0.65%,0,,0%,0,,0%,,5,,3.23%,,58,,37.42%
Total,36,13.43%,0,,0%,1,0.37%,0,,0%,0,,0%,,5,,1.87%,,91,,33.96%
84045,,,,,,,,,,,,,,,,,,,,,
Polling Place,18,16.36%,0,,0%,0,0%,1,,0.91%,0,,0%,,0,,0%,,37,,33.64%
Vote by Mail,15,8.98%,0,,0%,6,3.59%,1,,0.6%,0,,0%,,9,,5.39%,,47,,28.14%
Total,33,11.91%,0,,0%,6,2.17%,2,,0.72%,0,,0%,,9,,3.25%,,84,,30.32%
84048,,,,,,,,,,,,,,,,,,,,,
Polling Place,12,10.71%,0,,0%,0,0%,0,,0%,0,,0%,,0,,0%,,47,,41.96%
Vote by Mail,20,15.27%,0,,0%,0,0%,1,,0.76%,0,,0%,,5,,3.82%,,38,,29.01%
