Vote by Mail,****,****,****,,****,****,****,****,,****,****,,****,,,****,****,,,****,
Total,****,****,****,,****,****,****,****,,****,****,,****,,,****,****,,,****,
0092170,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,24,,57.14%,0,0.00%,0,,0.00%,42,,0,,,0.00%,0,,,0.00%,
Vote by Mail,9,7.89%,35,,30.70%,0,0.00%,0,,0.00%,114,,0,,,0.00%,0,,,0.00%,
Total,9,5.77%,59,,37.82%,0,0.00%,0,,0.00%,156,,0,,,0.00%,0,,,0.00%,
0092172,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,84,,49.41%,1,0.59%,0,,0.00%,170,,0,,,0.00%,0,,,0.00%,
Vote by Mail,18,8.45%,68,,31.92%,3,1.41%,0,,0.00%,213,,0,,,0.00%,0,,,0.00%,
Total,18,4.70%,152,,39.69%,4,1.04%,0,,0.00%,383,,0,,,0.00%,0,,,0.00%,
0092174,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,37,,28.24%,2,1.53%,0,,0.00%,131,,0,,,0.00%,0,,,0.00%,
Vote by Mail,8,5.26%,30,,19.74%,1,0.66%,0,,0.00%,152,,0,,,0.00%,0,,,0.00%,
Total,8,2.83%,67,,23.67%,3,1.06%,0,,0.00%,283,,0,,,0.00%,0,,,0.00%,
0092176,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,42,,40.78%,2,1.94%,0,,0.00%,103,,0,,,0.00%,0,,,0.00%,
Vote by Mail,9,6.00%,42,,28.00%,0,0.00%,0,,0.00%,150,,0,,,0.00%,0,,,0.00%,
Total,9,3.56%,84,,33.20%,2,0.79%,0,,0.00%,253,,0,,,0.00%,0,,,0.00%,
0092178,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,15,,35.71%,0,0.00%,0,,0.00%,42,,0,,,0.00%,0,,,0.00%,
Vote by Mail,6,6.74%,29,,32.58%,0,0.00%,0,,0.00%,89,,0,,,0.00%,0,,,0.00%,
Total,6,4.58%,44,,33.59%,0,0.00%,0,,0.00%,131,,0,,,0.00%,0,,,0.00%,
0092180,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,0,,,,0,,,,
Vote by Mail,****,****,****,,****,****,****,****,,****,****,,****,,,****,****,,,****,
Total,****,****,****,,****,****,****,****,,****,****,,****,,,****,****,,,****,
Precinct,"WILLIE FELIX CARTER
Qualified Write In",,"MICHAEL DENAME
Qualified Write In",,,"JEFFREY H. DROBMAN
Qualified Write In",,"ROBERT JORDAN
Qualified Write In",,,"HEATHER MARIE STAGG
Qualified Write In",,,,Unresolved Write-In,,,,,,
0092156,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,,,,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
0092164,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,,,
Vote by Mail,****,****,****,,****,****,****,****,,****,****,,****,,****,,,,,,
Total,****,****,****,,****,****,****,****,,****,****,,****,,****,,,,,,
0092170,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
0092172,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
0092174,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
0092176,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
0092178,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
0092180,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,,,
Vote by Mail,****,****,****,,****,****,****,****,,****,****,,****,,****,,,,,,
Total,****,****,****,,****,****,****,****,,****,****,,****,,****,,,,,,
Precinct,Times Cast,Registered Voters,,,,,,Precinct,,,,JULIÁN CASTRO (DEM),,,,MICHAEL A. ELLINGER (DEM),,,,,
0092182,,,,,,,,0092182,,,,,,,,,,,,,
Polling Place,33,147,,,,,,Polling Place,,,,0,,0.00%,,0,,0.00%,,,
Vote by Mail,85,147,,,,,,Vote by Mail,,,,0,,0.00%,,0,,0.00%,,,
Total,118,147,,,,,,Total,,,,0,,0.00%,,0,,0.00%,,,
0092186,,,,,,,,0092186,,,,,,,,,,,,,
Polling Place,2,100,,,,,,Polling Place,,,,****,,****,,****,,****,,,
Vote by Mail,73,100,,,,,,Vote by Mail,,,,0,,0.00%,,0,,0.00%,,,
Total,75,100,,,,,,Total,,,,0,,0.00%,,0,,0.00%,,,
0094000,,,,,,,,0094000,,,,,,,,,,,,,
Polling Place,1,40,,,,,,Polling Place,,,,****,,****,,****,,****,,,
Vote by Mail,33,40,,,,,,Vote by Mail,,,,0,,0.00%,,0,,0.00%,,,
Total,34,40,,,,,,Total,,,,0,,0.00%,,0,,0.00%,,,
0094004,,,,,,,,0094004,,,,,,,,,,,,,
Polling Place,74,315,,,,,,Polling Place,,,,0,,0.00%,,0,,0.00%,,,
Vote by Mail,209,315,,,,,,Vote by Mail,,,,0,,0.00%,,0,,0.00%,,,
Total,283,315,,,,,,Total,,,,0,,0.00%,,0,,0.00%,,,
0094006,,,,,,,,0094006,,,,,,,,,,,,,
Polling Place,77,304,,,,,,Polling Place,,,,0,,0.00%,,0,,0.00%,,,
Vote by Mail,173,304,,,,,,Vote by Mail,,,,0,,0.00%,,0,,0.00%,,,
Total,250,304,,,,,,Total,,,,0,,0.00%,,0,,0.00%,,,
0094008,,,,,,,,0094008,,,,,,,,,,,,,
Polling Place,0,34,,,,,,Polling Place,,,,0,,,,0,,,,,
Vote by Mail,28,34,,,,,,Vote by Mail,,,,0,,0.00%,,0,,0.00%,,,
Total,28,34,,,,,,Total,,,,0,,0.00%,,0,,0.00%,,,
0094016,,,,,,,,0094016,,,,,,,,,,,,,
Polling Place,3,51,,,,,,Polling Place,,,,****,,****,,****,,****,,,
Vote by Mail,43,51,,,,,,Vote by Mail,,,,0,,0.00%,,0,,0.00%,,,
Total,46,51,,,,,,Total,,,,0,,0.00%,,0,,0.00%,,,
0094018,,,,,,,,0094018,,,,,,,,,,,,,
Polling Place,117,278,,,,,,Polling Place,,,,1,,0.88%,,0,,0.00%,,,
Vote by Mail,140,278,,,,,,Vote by Mail,,,,0,,0.00%,,0,,0.00%,,,
Total,257,278,,,,,,Total,,,,1,,0.40%,,0,,0.00%,,,
Precinct,ELIZABETH WARREN (DEM),,MARIANNE WILLIAMSON (DEM),,,ANDREW YANG (DEM),,"ROQUE ""ROCKY"" DE LA FUENTE III (DEM)",,,JOHN K. DELANEY (DEM),,,,AMY KLOBUCHAR (DEM),,,,BERNIE SANDERS (DEM),,
0092182,,,,,,,,,,,,,,,,,,,,,
Polling Place,4,12.12%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,0.00%,,8,,24.24%
Vote by Mail,7,8.33%,0,,0.00%,1,1.19%,0,,0.00%,0,,0.00%,,6,,7.14%,,17,,20.24%
Total,11,9.40%,0,,0.00%,1,0.85%,0,,0.00%,0,,0.00%,,6,,5.13%,,25,,21.37%
0092186,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,****,,****,,****
Vote by Mail,7,9.72%,0,,0.00%,5,6.94%,0,,0.00%,0,,0.00%,,2,,2.78%,,11,,15.28%
Total,8,10.81%,0,,0.00%,5,6.76%,0,,0.00%,0,,0.00%,,2,,2.70%,,11,,14.86%
0094000,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,****,,****,,****
Vote by Mail,3,9.09%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,1,,3.03%,,12,,36.36%
Total,3,8.82%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,1,,2.94%,,12,,35.29%
0094004,,,,,,,,,,,,,,,,,,,,,
Polling Place,9,12.33%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,0.00%,,35,,47.95%
Vote by Mail,35,17.07%,3,,1.46%,2,0.98%,0,,0.00%,0,,0.00%,,8,,3.90%,,54,,26.34%
Total,44,15.83%,3,,1.08%,2,0.72%,0,,0.00%,0,,0.00%,,8,,2.88%,,89,,32.01%
0094006,,,,,,,,,,,,,,,,,,,,,
Polling Place,9,11.84%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,2,,2.63%,,43,,56.58%
Vote by Mail,22,12.94%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,6,,3.53%,,49,,28.82%
Total,31,12.60%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,8,,3.25%,,92,,37.40%
0094008,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,7,29.17%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,0.00%,,8,,33.33%
Total,7,29.17%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,0.00%,,8,,33.33%
0094016,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,****,,****,,****
Vote by Mail,3,7.14%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,4,,9.52%,,5,,11.90%
Total,3,6.67%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,4,,8.89%,,7,,15.56%
0094018,,,,,,,,,,,,,,,,,,,,,
Polling Place,16,14.04%,1,,0.88%,0,0.00%,0,,0.00%,0,,0.00%,,0,,0.00%,,48,,42.11%
Vote by Mail,17,12.23%,0,,0.00%,1,0.72%,0,,0.00%,0,,0.00%,,8,,5.76%,,45,,32.37%
Total,33,13.04%,1,,0.40%,1,0.40%,0,,0.00%,0,,0.00%,,8,,3.16%,,93,,36.76%
Precinct,JOE SESTAK (DEM),,TOM STEYER (DEM),,,DEVAL PATRICK (DEM),,MICHAEL BENNET (DEM),,,MICHAEL R. BLOOMBERG (DEM),,,,MOSIE BOYD (DEM),,,,CORY BOOKER (DEM),,
0092182,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,5,,15.15%,,0,,0.00%,,0,,0.00%
Vote by Mail,0,0.00%,1,,1.19%,0,0.00%,0,,0.00%,18,,21.43%,,0,,0.00%,,0,,0.00%
Total,0,0.00%,1,,0.85%,0,0.00%,0,,0.00%,23,,19.66%,,0,,0.00%,,0,,0.00%
0092186,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,****,,****,,****
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,8,,11.11%,,0,,0.00%,,0,,0.00%
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,8,,10.81%,,0,,0.00%,,0,,0.00%
0094000,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,****,,****,,****
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,3,,9.09%,,0,,0.00%,,0,,0.00%
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,3,,8.82%,,0,,0.00%,,0,,0.00%
0094004,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,1,,1.37%,0,0.00%,0,,0.00%,4,,5.48%,,0,,0.00%,,0,,0.00%
Vote by Mail,0,0.00%,3,,1.46%,0,0.00%,0,,0.00%,24,,11.71%,,0,,0.00%,,0,,0.00%
Total,0,0.00%,4,,1.44%,0,0.00%,0,,0.00%,28,,10.07%,,0,,0.00%,,0,,0.00%
0094006,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,8,,10.53%,,0,,0.00%,,0,,0.00%
Vote by Mail,0,0.00%,1,,0.59%,0,0.00%,0,,0.00%,33,,19.41%,,0,,0.00%,,0,,0.00%
Total,0,0.00%,1,,0.41%,0,0.00%,0,,0.00%,41,,16.67%,,0,,0.00%,,0,,0.00%
0094008,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,6,,25.00%,,0,,0.00%,,0,,0.00%
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,6,,25.00%,,0,,0.00%,,0,,0.00%
0094016,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,****,,****,,****
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,9,,21.43%,,0,,0.00%,,0,,0.00%
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,9,,20.00%,,0,,0.00%,,0,,0.00%
0094018,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,10,,8.77%,,0,,0.00%,,0,,0.00%
Vote by Mail,0,0.00%,7,,5.04%,0,0.00%,0,,0.00%,18,,12.95%,,0,,0.00%,,0,,0.00%
Total,0,0.00%,7,,2.77%,0,0.00%,0,,0.00%,28,,11.07%,,0,,0.00%,,0,,0.00%
Precinct,PETE BUTTIGIEG (DEM),,JOSEPH R. BIDEN (DEM),,,TULSI GABBARD (DEM),,MARK STEWART GREENSTEIN (DEM),,,Total Votes,,"NAKIA L. ANTHONY
Qualified Write In",,,,"DAPHNE DENISE BRADFORD
Qualified Write In",,,,
0092182,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,16,,48.48%,0,0.00%,0,,0.00%,33,,0,,,0.00%,0,,,0.00%,
Vote by Mail,7,8.33%,27,,32.14%,0,0.00%,0,,0.00%,84,,0,,,0.00%,0,,,0.00%,
Total,7,5.98%,43,,36.75%,0,0.00%,0,,0.00%,117,,0,,,0.00%,0,,,0.00%,
0092186,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,,****,****,,,****,
Vote by Mail,4,5.56%,35,,48.61%,0,0.00%,0,,0.00%,72,,0,,,0.00%,0,,,0.00%,
Total,5,6.76%,35,,47.30%,0,0.00%,0,,0.00%,74,,0,,,0.00%,0,,,0.00%,
0094000,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,,****,****,,,****,
Vote by Mail,2,6.06%,12,,36.36%,0,0.00%,0,,0.00%,33,,0,,,0.00%,0,,,0.00%,
Total,2,5.88%,13,,38.24%,0,0.00%,0,,0.00%,34,,0,,,0.00%,0,,,0.00%,
0094004,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,24,,32.88%,0,0.00%,0,,0.00%,73,,0,,,0.00%,0,,,0.00%,
Vote by Mail,16,7.80%,55,,26.83%,5,2.44%,0,,0.00%,205,,0,,,0.00%,0,,,0.00%,
Total,16,5.76%,79,,28.42%,5,1.80%,0,,0.00%,278,,0,,,0.00%,0,,,0.00%,
0094006,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,14,,18.42%,0,0.00%,0,,0.00%,76,,0,,,0.00%,0,,,0.00%,
Vote by Mail,14,8.24%,45,,26.47%,0,0.00%,0,,0.00%,170,,0,,,0.00%,0,,,0.00%,
Total,14,5.69%,59,,23.98%,0,0.00%,0,,0.00%,246,,0,,,0.00%,0,,,0.00%,
0094008,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,0,,,,0,,,,
Vote by Mail,2,8.33%,1,,4.17%,0,0.00%,0,,0.00%,24,,0,,,0.00%,0,,,0.00%,
Total,2,8.33%,1,,4.17%,0,0.00%,0,,0.00%,24,,0,,,0.00%,0,,,0.00%,
0094016,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,,****,****,,,****,
Vote by Mail,3,7.14%,18,,42.86%,0,0.00%,0,,0.00%,42,,0,,,0.00%,0,,,0.00%,
Total,3,6.67%,19,,42.22%,0,0.00%,0,,0.00%,45,,0,,,0.00%,0,,,0.00%,
0094018,,,,,,,,,,,,,,,,,,,,,
Polling Place,2,1.75%,36,,31.58%,0,0.00%,0,,0.00%,114,,0,,,0.00%,0,,,0.00%,
Vote by Mail,5,3.60%,37,,26.62%,1,0.72%,0,,0.00%,139,,0,,,0.00%,0,,,0.00%,
Total,7,2.77%,73,,28.85%,1,0.40%,0,,0.00%,253,,0,,,0.00%,0,,,0.00%,
Precinct,"WILLIE FELIX CARTER
Qualified Write In",,"MICHAEL DENAME
Qualified Write In",,,"JEFFREY H. DROBMAN
Qualified Write In",,"ROBERT JORDAN
Qualified Write In",,,"HEATHER MARIE STAGG
Qualified Write In",,,,Unresolved Write-In,,,,,,
0092182,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
0092186,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,,,,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
0094000,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,,,,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
0094004,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
0094006,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
0094008,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
0094016,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,,,,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
0094018,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Precinct,Times Cast,Registered Voters,,,,,,Precinct,,,,JULIÁN CASTRO (DEM),,,,MICHAEL A. ELLINGER (DEM),,,,,
0094022,,,,,,,,0094022,,,,,,,,,,,,,
Polling Place,1,29,,,,,,Polling Place,,,,****,,****,,****,,****,,,
Vote by Mail,21,29,,,,,,Vote by Mail,,,,0,,0.00%,,0,,0.00%,,,
Total,22,29,,,,,,Total,,,,0,,0.00%,,0,,0.00%,,,
0094038,,,,,,,,0094038,,,,,,,,,,,,,
Polling Place,0,10,,,,,,Polling Place,,,,0,,,,0,,,,,
Vote by Mail,8,10,,,,,,Vote by Mail,,,,0,,0.00%,,0,,0.00%,,,
Total,8,10,,,,,,Total,,,,0,,0.00%,,0,,0.00%,,,
0094052,,,,,,,,0094052,,,,,,,,,,,,,
Polling Place,45,142,,,,,,Polling Place,,,,0,,0.00%,,0,,0.00%,,,
Vote by Mail,79,142,,,,,,Vote by Mail,,,,0,,0.00%,,0,,0.00%,,,
Total,124,142,,,,,,Total,,,,0,,0.00%,,0,,0.00%,,,
0094054,,,,,,,,0094054,,,,,,,,,,,,,
Polling Place,0,59,,,,,,Polling Place,,,,0,,,,0,,,,,
Vote by Mail,56,59,,,,,,Vote by Mail,,,,0,,0.00%,,0,,0.00%,,,
Total,56,59,,,,,,Total,,,,0,,0.00%,,0,,0.00%,,,
0094062,,,,,,,,0094062,,,,,,,,,,,,,
Polling Place,56,139,,,,,,Polling Place,,,,0,,0.00%,,0,,0.00%,,,
Vote by Mail,93,139,,,,,,Vote by Mail,,,,0,,0.00%,,0,,0.00%,,,
Total,149,139,,,,,,Total,,,,0,,0.00%,,0,,0.00%,,,
0094064,,,,,,,,0094064,,,,,,,,,,,,,
Polling Place,2,99,,,,,,Polling Place,,,,****,,****,,****,,****,,,
Vote by Mail,70,99,,,,,,Vote by Mail,,,,0,,0.00%,,0,,0.00%,,,
Total,72,99,,,,,,Total,,,,0,,0.00%,,0,,0.00%,,,
0094066,,,,,,,,0094066,,,,,,,,,,,,,
Polling Place,2,17,,,,,,Polling Place,,,,****,,****,,****,,****,,,
Vote by Mail,13,17,,,,,,Vote by Mail,,,,0,,0.00%,,0,,0.00%,,,
Total,15,17,,,,,,Total,,,,0,,0.00%,,0,,0.00%,,,
0094074,,,,,,,,0094074,,,,,,,,,,,,,
Polling Place,0,104,,,,,,Polling Place,,,,0,,,,0,,,,,
Vote by Mail,91,104,,,,,,Vote by Mail,,,,0,,0.00%,,0,,0.00%,,,
Total,91,104,,,,,,Total,,,,0,,0.00%,,0,,0.00%,,,
Precinct,ELIZABETH WARREN (DEM),,MARIANNE WILLIAMSON (DEM),,,ANDREW YANG (DEM),,"ROQUE ""ROCKY"" DE LA FUENTE III (DEM)",,,JOHN K. DELANEY (DEM),,,,AMY KLOBUCHAR (DEM),,,,BERNIE SANDERS (DEM),,
0094022,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,****,,****,,****
Vote by Mail,6,28.57%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,1,,4.76%,,4,,19.05%
Total,6,27.27%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,1,,4.55%,,5,,22.73%
0094038,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,3,37.50%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,0.00%,,4,,50.00%
Total,3,37.50%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,0.00%,,4,,50.00%
0094052,,,,,,,,,,,,,,,,,,,,,
Polling Place,3,6.98%,1,,2.33%,0,0.00%,0,,0.00%,0,,0.00%,,0,,0.00%,,21,,48.84%
Vote by Mail,13,17.33%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,2,,2.67%,,21,,28.00%
Total,16,13.56%,1,,0.85%,0,0.00%,0,,0.00%,0,,0.00%,,2,,1.69%,,42,,35.59%
0094054,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,4,7.27%,0,,0.00%,1,1.82%,0,,0.00%,0,,0.00%,,3,,5.45%,,18,,32.73%
Total,4,7.27%,0,,0.00%,1,1.82%,0,,0.00%,0,,0.00%,,3,,5.45%,,18,,32.73%
0094062,,,,,,,,,,,,,,,,,,,,,
Polling Place,6,10.71%,0,,0.00%,1,1.79%,0,,0.00%,0,,0.00%,,2,,3.57%,,22,,39.29%
Vote by Mail,14,15.38%,0,,0.00%,1,1.10%,0,,0.00%,0,,0.00%,,4,,4.40%,,40,,43.96%
Total,20,13.61%,0,,0.00%,2,1.36%,0,,0.00%,0,,0.00%,,6,,4.08%,,62,,42.18%
0094064,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,****,,****,,****
Vote by Mail,5,7.25%,0,,0.00%,0,0.00%,1,,1.45%,0,,0.00%,,2,,2.90%,,25,,36.23%
Total,5,7.04%,0,,0.00%,0,0.00%,1,,1.41%,0,,0.00%,,2,,2.82%,,26,,36.62%
0094066,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,****,,****,,****
Vote by Mail,2,15.38%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,0.00%,,4,,30.77%
Total,2,13.33%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,0.00%,,5,,33.33%
0094074,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,12,13.79%,0,,0.00%,0,0.00%,1,,1.15%,0,,0.00%,,4,,4.60%,,18,,20.69%
Total,12,13.79%,0,,0.00%,0,0.00%,1,,1.15%,0,,0.00%,,4,,4.60%,,18,,20.69%
Precinct,JOE SESTAK (DEM),,TOM STEYER (DEM),,,DEVAL PATRICK (DEM),,MICHAEL BENNET (DEM),,,MICHAEL R. BLOOMBERG (DEM),,,,MOSIE BOYD (DEM),,,,CORY BOOKER (DEM),,
0094022,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,****,,****,,****
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,7,,33.33%,,0,,0.00%,,0,,0.00%
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,7,,31.82%,,0,,0.00%,,0,,0.00%
0094038,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
